,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
40,frozenset({'CHARLOTTE BAG PINK POLKADOT'}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.036106498098248244,0.04307065945250978,0.020571061231049445,0.56973293768546,13.227866601709554,0.019015930547437103,2.224035777686236
41,frozenset({'CHARLOTTE BAG PINK POLKADOT'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.036106498098248244,0.04848127712005143,0.02566025606685595,0.7106824925816024,14.65890617571356,0.02390976692672017,3.2888390729286434
42,frozenset({'RED RETROSPOT CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG PINK POLKADOT'}),0.04848127712005143,0.036106498098248244,0.02566025606685595,0.5292817679558011,14.65890617571356,0.02390976692672017,2.0477080263405756
43,frozenset({'STRAWBERRY CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG PINK POLKADOT'}),0.036052927626292385,0.036106498098248244,0.019392510848020572,0.5378900445765231,14.897319676721006,0.018090765885245566,2.0858531407713152
44,frozenset({'CHARLOTTE BAG PINK POLKADOT'}),frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.036106498098248244,0.036052927626292385,0.019392510848020572,0.5370919881305638,14.897319676721004,0.018090765885245566,2.0823728422432017
45,frozenset({'CHARLOTTE BAG PINK POLKADOT'}),frozenset({'WOODLAND CHARLOTTE BAG'}),0.036106498098248244,0.03658863234585097,0.01912465848824128,0.5296735905044511,14.476452289819308,0.017803571104028307,2.0483888384823232
46,frozenset({'WOODLAND CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG PINK POLKADOT'}),0.03658863234585097,0.036106498098248244,0.01912465848824128,0.5226939970717422,14.476452289819306,0.017803571104028307,2.0194455883401727
47,frozenset({'CHARLOTTE BAG VINTAGE ALPHABET'}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.02174961161407832,0.04307065945250978,0.01242834949375904,0.5714285714285714,13.267235252309879,0.011491579378704722,2.232835127944144
48,frozenset({'CHARLOTTE BAG SUKI DESIGN'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.04307065945250978,0.04848127712005143,0.025445974179032518,0.5907960199004976,12.186065528710042,0.02335785360237203,2.3252919550014552
49,frozenset({'RED RETROSPOT CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.04848127712005143,0.04307065945250978,0.025445974179032518,0.5248618784530387,12.18606552871004,0.02335785360237203,2.014002449291811
50,frozenset({'STRAWBERRY CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.036052927626292385,0.04307065945250978,0.021053195478652167,0.5839524517087668,13.558010467720832,0.019500372110594147,2.300048022101646
51,frozenset({'CHARLOTTE BAG SUKI DESIGN'}),frozenset({'WOODLAND CHARLOTTE BAG'}),0.04307065945250978,0.03658863234585097,0.022124604917769325,0.513681592039801,14.03937668902923,0.020548708394168093,1.9810300245369203
52,frozenset({'WOODLAND CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.03658863234585097,0.04307065945250978,0.022124604917769325,0.6046852122986822,14.039376689029229,0.020548708394168093,2.420676813310873
53,frozenset({'CHARLOTTE BAG VINTAGE ALPHABET'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.02174961161407832,0.04848127712005143,0.012481919965714898,0.5738916256157635,11.837386713115421,0.011427471017799277,2.233043939244272
54,frozenset({'HOT WATER BOTTLE I AM SO POORLY'}),frozenset({'CHOCOLATE HOT WATER BOTTLE'}),0.034017249691969786,0.0439277870038035,0.020303208871270156,0.5968503937007874,13.587080852698291,0.018808906372346106,2.3715072470804093
55,frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'}),frozenset({'CHOCOLATE HOT WATER BOTTLE'}),0.0331065516687202,0.0439277870038035,0.017410403385653826,0.5258899676375404,11.971692714499959,0.01595610583551987,2.0165618690499976
56,frozenset({'CHRISTMAS CRAFT TREE TOP ANGEL'}),frozenset({'CHRISTMAS CRAFT LITTLE FRIENDS'}),0.022981732469063054,0.027053088337708257,0.013928322708523061,0.606060606060606,22.4026402640264,0.013306595869883921,2.469788314219663
57,frozenset({'CHRISTMAS CRAFT LITTLE FRIENDS'}),frozenset({'CHRISTMAS CRAFT TREE TOP ANGEL'}),0.027053088337708257,0.022981732469063054,0.013928322708523061,0.5148514851485148,22.4026402640264,0.013306595869883921,2.013853980012747
58,frozenset({'CHRISTMAS CRAFT WHITE FAIRY'}),frozenset({'CHRISTMAS CRAFT LITTLE FRIENDS'}),0.01917822896019714,0.027053088337708257,0.012267638077891467,0.6396648044692738,23.64479783173848,0.011748807755670458,2.700116235465895
59,frozenset({'CHRISTMAS CRAFT WHITE FAIRY'}),frozenset({'CHRISTMAS CRAFT TREE TOP ANGEL'}),0.01917822896019714,0.022981732469063054,0.010285530615524723,0.5363128491620112,23.33648474430597,0.009844781688331035,2.1070634926269602
60,frozenset({'DOLLY GIRL LUNCH BOX'}),frozenset({'SPACEBOY LUNCH BOX'}),0.037445759897144694,0.03755290084105641,0.02282102105319548,0.6094420600858369,16.228894344682335,0.021414824144859998,2.4642876275168555
61,frozenset({'SPACEBOY LUNCH BOX'}),frozenset({'DOLLY GIRL LUNCH BOX'}),0.03755290084105641,0.037445759897144694,0.02282102105319548,0.6077032810271041,16.228894344682335,0.021414824144859998,2.4536382629530964
62,frozenset({'FLORAL FOLK STATIONERY SET'}),frozenset({'DOTCOM POSTAGE'}),0.021856752557990036,0.03792789414474741,0.012321208549847324,0.5637254901960784,14.863084358037002,0.011492227952479941,2.2051989842075455
63,frozenset({'HEART DECORATION RUSTIC HANGING'}),frozenset({'DOTCOM POSTAGE'}),0.017838967161300692,0.03792789414474741,0.010071248727701291,0.5645645645645645,14.885207241139444,0.009394654269555854,2.20944835344689
64,frozenset({'JUMBO BAG CHARLIE AND LOLA TOYS'}),frozenset({'DOTCOM POSTAGE'}),0.01580328922697809,0.03792789414474741,0.010285530615524723,0.6508474576271186,17.16012640045964,0.00968614513458507,2.7554492352164996
65,frozenset({'DOTCOM POSTAGE'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.03792789414474741,0.10381957465045268,0.025981678898591095,0.6850282485875706,6.598257129197203,0.022044021061096025,2.8452723818272623
66,frozenset({'JUMBO BAG TOYS'}),frozenset({'DOTCOM POSTAGE'}),0.02716022928161997,0.03792789414474741,0.014624738843949216,0.5384615384615384,14.196979574098219,0.013594608542808865,2.0844895626863806
67,frozenset({'DOTCOM POSTAGE'}),frozenset({'JUMBO BAG WOODLAND ANIMALS'}),0.03792789414474741,0.03937429688755558,0.019338940376064713,0.5098870056497176,12.949742495868405,0.017845556211689647,1.9600086392034892
68,frozenset({'DOTCOM POSTAGE'}),frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.03792789414474741,0.06069534472598703,0.019446081319976428,0.5127118644067796,8.447301299983545,0.01714403471013024,1.9276165099536264
69,frozenset({'DOTCOM POSTAGE'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.03792789414474741,0.06053463331011946,0.02116033642256388,0.557909604519774,9.216370431478426,0.01886438525828657,2.1250526505317424
70,frozenset({'MODERN FLORAL STATIONERY SET'}),frozenset({'DOTCOM POSTAGE'}),0.018696094712594417,0.03792789414474741,0.010767664863127444,0.5759312320916906,15.184898742168912,0.010058561361947991,2.2686700334019134
71,frozenset({'PICNIC BASKET WICKER SMALL'}),frozenset({'DOTCOM POSTAGE'}),0.024160282852091926,0.03792789414474741,0.012214067605935608,0.5055432372505543,13.329061595700702,0.011297718955414308,1.9457153351601744
72,frozenset({'RED SPOTTY BISCUIT TIN'}),frozenset({'DOTCOM POSTAGE'}),0.01816038999303584,0.03792789414474741,0.01033910108748058,0.5693215339233038,15.010628635234903,0.009650315738197386,2.2338523553762366
73,frozenset({'ROTATING LEAVES T-LIGHT HOLDER'}),frozenset({'DOTCOM POSTAGE'}),0.01601757111480152,0.03792789414474741,0.010714094391171587,0.6688963210702342,17.63599947092947,0.010106581649473432,2.905652117684047
74,"frozenset({'SET 3 RETROSPOT TEA,COFFEE,SUGAR'})",frozenset({'DOTCOM POSTAGE'}),0.020088926983446723,0.03792789414474741,0.010071248727701291,0.5013333333333334,13.21806403013183,0.009309318031591563,1.9292889823300523
75,frozenset({'SKULL SHOULDER BAG'}),frozenset({'DOTCOM POSTAGE'}),0.021588900198210748,0.03792789414474741,0.011785503830288745,0.5459057071960297,14.393251181113401,0.010966682308869491,2.1186615227304193
76,frozenset({'SMALL HEART MEASURING SPOONS'}),frozenset({'DOTCOM POSTAGE'}),0.023999571436224353,0.03792789414474741,0.012214067605935608,0.5089285714285714,13.418318704600484,0.011303814400983186,1.9591286519234234
77,frozenset({'SUKI  SHOULDER BAG'}),frozenset({'DOTCOM POSTAGE'}),0.02716022928161997,0.03792789414474741,0.017999678577168266,0.6627218934911243,17.473205629659347,0.016969548276027913,2.852459401570837
78,frozenset({'VINTAGE PAISLEY STATIONERY SET'}),frozenset({'DOTCOM POSTAGE'}),0.022606739165372047,0.03792789414474741,0.013017624685273477,0.5758293838862559,15.182213430797656,0.012160198675251331,2.2681252998375228
79,frozenset({'FELTCRAFT CUSHION BUTTERFLY'}),frozenset({'FELTCRAFT CUSHION RABBIT'}),0.01762468527347726,0.01971393367975572,0.01135694005464188,0.6443768996960486,32.68636844191885,0.011009488178033983,2.756530904438977
80,frozenset({'FELTCRAFT CUSHION RABBIT'}),frozenset({'FELTCRAFT CUSHION BUTTERFLY'}),0.01971393367975572,0.01762468527347726,0.01135694005464188,0.576086956521739,32.68636844191885,0.011009488178033983,2.3173981783292326
81,frozenset({'FELTCRAFT CUSHION RABBIT'}),frozenset({'FELTCRAFT CUSHION OWL'}),0.01971393367975572,0.023999571436224353,0.01114265816681845,0.5652173913043478,23.551145186335404,0.010669532207182163,2.244800985696684
82,frozenset({'FELTCRAFT PRINCESS CHARLOTTE DOLL'}),frozenset({'FELTCRAFT PRINCESS LOLA DOLL'}),0.022124604917769325,0.019767504151711576,0.012374779021803181,0.559322033898305,28.295025492627808,0.011937430802236198,2.224373740578808
83,frozenset({'FELTCRAFT PRINCESS LOLA DOLL'}),frozenset({'FELTCRAFT PRINCESS CHARLOTTE DOLL'}),0.019767504151711576,0.022124604917769325,0.012374779021803181,0.6260162601626016,28.295025492627808,0.011937430802236198,2.614753773806834
84,frozenset({'FLORAL FOLK STATIONERY SET'}),frozenset({'MODERN FLORAL STATIONERY SET'}),0.021856752557990036,0.018696094712594417,0.011089087694862592,0.5073529411764706,27.136840552840045,0.01068045177892867,1.9919004644639875
85,frozenset({'MODERN FLORAL STATIONERY SET'}),frozenset({'FLORAL FOLK STATIONERY SET'}),0.018696094712594417,0.021856752557990036,0.011089087694862592,0.5931232091690545,27.13684055284005,0.01068045177892867,2.404028122234236
86,frozenset({'FLORAL FOLK STATIONERY SET'}),frozenset({'VINTAGE PAISLEY STATIONERY SET'}),0.021856752557990036,0.022606739165372047,0.011678362886377028,0.5343137254901961,23.635152402193103,0.011184252982296469,2.0988234232659377
87,frozenset({'VINTAGE PAISLEY STATIONERY SET'}),frozenset({'FLORAL FOLK STATIONERY SET'}),0.022606739165372047,0.021856752557990036,0.011678362886377028,0.5165876777251185,23.635152402193103,0.011184252982296469,2.023413972649648
88,frozenset({'GARDENERS KNEELING PAD CUP OF TEA'}),frozenset({'GARDENERS KNEELING PAD KEEP CALM'}),0.04017785396689345,0.04810628381636042,0.02898162532811914,0.7213333333333334,14.994576095025984,0.027048818082055483,3.415886541328851
89,frozenset({'GARDENERS KNEELING PAD KEEP CALM'}),frozenset({'GARDENERS KNEELING PAD CUP OF TEA'}),0.04810628381636042,0.04017785396689345,0.02898162532811914,0.6024498886414253,14.994576095025984,0.027048818082055483,2.4143425410020436
90,frozenset({'PINK REGENCY TEACUP AND SAUCER'}),frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.037660041784968123,0.05003482080677131,0.030910162318530027,0.8207681365576103,16.403938763512752,0.029025848876243626,5.300202547403491
91,frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),frozenset({'PINK REGENCY TEACUP AND SAUCER'}),0.05003482080677131,0.037660041784968123,0.030910162318530027,0.6177730192719486,16.403938763512752,0.029025848876243626,2.517718546142408
92,frozenset({'REGENCY TEA PLATE GREEN'}),frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.017999678577168266,0.05003482080677131,0.011517651470509455,0.6398809523809523,12.788712781686549,0.01061704077832136,2.637919836437395
93,frozenset({'REGENCY TEA PLATE ROSES'}),frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.02041034981518187,0.05003482080677131,0.01060695344725987,0.5196850393700787,10.386467483855737,0.009585725251653727,1.9777963566809842
94,frozenset({'ROSES REGENCY TEACUP AND SAUCER'}),frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.05126694166175604,0.05003482080677131,0.03755290084105641,0.7324973876698014,14.639752393610474,0.03498776860169925,3.5512370175309362
95,frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),frozenset({'ROSES REGENCY TEACUP AND SAUCER'}),0.05003482080677131,0.05126694166175604,0.03755290084105641,0.7505353319057816,14.639752393610475,0.03498776860169925,3.8030758647550207
96,frozenset({'HAND WARMER BIRD DESIGN'}),frozenset({'HAND WARMER OWL DESIGN'}),0.028820913912251566,0.03369582686023464,0.016178282530669094,0.5613382899628253,16.658985466988966,0.015207138005528137,2.2028459540220076
97,frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),frozenset({'HAND WARMER BIRD DESIGN'}),0.02871377296833985,0.028820913912251566,0.015053302619596079,0.5242537313432836,18.190045358708318,0.014225745440779619,2.0413803535020905
98,frozenset({'HAND WARMER BIRD DESIGN'}),frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),0.028820913912251566,0.02871377296833985,0.015053302619596079,0.5223048327137546,18.190045358708314,0.014225745440779619,2.033276226237483
99,frozenset({'HAND WARMER RED LOVE HEART'}),frozenset({'HAND WARMER OWL DESIGN'}),0.02067820217496116,0.03369582686023464,0.011517651470509455,0.5569948186528497,16.530083115727734,0.010820882350241036,2.1812480165611077
100,frozenset({'HAND WARMER RED RETROSPOT'}),frozenset({'HAND WARMER OWL DESIGN'}),0.01917822896019714,0.03369582686023464,0.01087480580703916,0.5670391061452514,16.828170102406055,0.01022857952451042,2.2318509289292647
101,frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),frozenset({'HAND WARMER OWL DESIGN'}),0.02871377296833985,0.03369582686023464,0.017731826217388974,0.6175373134328358,18.326818807393874,0.01676429189494371,2.526531886843484
102,frozenset({'HAND WARMER OWL DESIGN'}),frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),0.03369582686023464,0.02871377296833985,0.017731826217388974,0.5262321144674086,18.326818807393874,0.01676429189494371,2.0501309959829337
103,frozenset({'HAND WARMER RED LOVE HEART'}),frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),0.02067820217496116,0.02871377296833985,0.010446242031392296,0.5051813471502591,17.593694416518446,0.00985249282874703,1.9629135268807374
104,frozenset({'HAND WARMER RED RETROSPOT'}),frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),0.01917822896019714,0.02871377296833985,0.010660523919215728,0.5558659217877094,19.358860376886515,0.010109844606917787,2.186921190423486
105,frozenset({'SINGLE HEART ZINC T-LIGHT HOLDER'}),frozenset({'HANGING HEART ZINC T-LIGHT HOLDER'}),0.02592810842663524,0.030963732790485886,0.014410456956125783,0.5557851239669421,17.94955174583202,0.013607625935040705,2.181458387578627
106,frozenset({'HEART OF WICKER LARGE'}),frozenset({'HEART OF WICKER SMALL'}),0.04901698183961001,0.06235602935661863,0.02587453795467938,0.5278688524590164,8.465401949185962,0.022818033596115818,1.985982021154384
107,frozenset({'HERB MARKER BASIL'}),frozenset({'HERB MARKER MINT'}),0.01242834949375904,0.012481919965714898,0.010821235335083302,0.8706896551724137,69.75606778155985,0.010666105671396269,7.636806485598466
108,frozenset({'HERB MARKER MINT'}),frozenset({'HERB MARKER BASIL'}),0.012481919965714898,0.01242834949375904,0.010821235335083302,0.8669527896995708,69.75606778155986,0.010666105671396269,7.422715953804971
109,frozenset({'HERB MARKER BASIL'}),frozenset({'HERB MARKER PARSLEY'}),0.01242834949375904,0.012214067605935608,0.01087480580703916,0.875,71.63870614035088,0.010723005106092193,7.902287459152515
110,frozenset({'HERB MARKER PARSLEY'}),frozenset({'HERB MARKER BASIL'}),0.012214067605935608,0.01242834949375904,0.01087480580703916,0.8903508771929826,71.63870614035088,0.010723005106092193,9.006653452616925
111,frozenset({'HERB MARKER BASIL'}),frozenset({'HERB MARKER ROSEMARY'}),0.01242834949375904,0.012374779021803181,0.011035517222906735,0.8879310344827587,71.7532840722496,0.010881719144315728,8.8126558179593
112,frozenset({'HERB MARKER ROSEMARY'}),frozenset({'HERB MARKER BASIL'}),0.012374779021803181,0.01242834949375904,0.011035517222906735,0.8917748917748919,71.7532840722496,0.010881719144315728,9.125162050677677
113,frozenset({'HERB MARKER THYME'}),frozenset({'HERB MARKER BASIL'}),0.012321208549847324,0.01242834949375904,0.01087480580703916,0.8826086956521739,71.01576086956521,0.010721673520996166,8.412647393201313
114,frozenset({'HERB MARKER BASIL'}),frozenset({'HERB MARKER THYME'}),0.01242834949375904,0.012321208549847324,0.01087480580703916,0.875,71.01576086956521,0.010721673520996166,7.9014303316012215
115,frozenset({'HERB MARKER PARSLEY'}),frozenset({'HERB MARKER CHIVES'}),0.012214067605935608,0.01087480580703916,0.010017678255745434,0.8201754385964913,75.41977789300839,0.009884852642416836,5.500501079902322
116,frozenset({'HERB MARKER CHIVES'}),frozenset({'HERB MARKER PARSLEY'}),0.01087480580703916,0.012214067605935608,0.010017678255745434,0.9211822660098522,75.41977789300839,0.009884852642416836,12.53253401724969
